date,hometeam,awayteam,fthg,ftag,ftr,referee,hs,as,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,psch,pscd,psca,season
30/10/16,Everton,West Ham,2,0,H,A Taylor,17,13,6,3,15,12,8,8,2,3,0,0,1.8,3.8,4.75,1.8,3.9,4.5,1.75,3.6,4.8,1.81,3.84,4.8,1.83,3.6,4.5,1.8,4.0,4.6,1.88,3.76,4.47,16
30/10/16,Southampton,Chelsea,0,2,A,M Jones,9,13,1,7,13,16,7,3,0,0,0,0,3.2,3.4,2.4,3.1,3.4,2.4,3.3,3.35,2.2,3.2,3.37,2.43,3.2,3.2,2.4,3.1,3.3,2.45,3.24,3.39,2.4,16
31/10/16,Stoke,Swansea,3,1,H,M Oliver,17,14,4,6,7,14,6,4,2,0,0,0,2.05,3.6,3.8,2.05,3.6,3.75,1.9,3.5,4.1,2.1,3.52,3.85,2.1,3.5,3.6,2.05,3.6,3.8,2.02,3.5,4.17,16
05/11/16,Bournemouth,Sunderland,1,2,A,M Dean,22,9,7,4,14,17,12,2,3,2,0,1,1.65,4.2,5.5,1.62,3.9,5.75,1.65,3.8,5.3,1.63,4.27,5.78,1.67,3.6,6.0,1.65,4.0,5.75,1.63,4.4,5.61,16
05/11/16,Burnley,Crystal Palace,3,2,H,A Taylor,14,16,7,5,11,12,4,7,1,2,0,0,3.3,3.3,2.38,3.2,3.25,2.35,2.95,3.3,2.4,3.42,3.37,2.32,3.3,3.1,2.4,3.5,3.3,2.3,3.6,3.27,2.29,16
05/11/16,Chelsea,Everton,5,0,H,R Madley,21,1,9,0,5,16,4,2,0,3,0,0,1.53,4.33,7.0,1.53,4.2,6.25,1.55,4.0,6.2,1.57,4.37,6.47,1.57,3.75,7.0,1.57,4.33,6.5,1.5,4.61,7.4,16
05/11/16,Man City,Middlesbrough,1,1,D,K Friend,25,5,7,3,7,15,8,2,1,3,0,0,1.22,7.0,15.0,1.2,6.75,14.5,1.2,6.5,15.0,1.23,7.16,14.22,1.22,6.5,13.0,1.22,7.0,15.0,1.22,7.55,14.75,16
05/11/16,West Ham,Stoke,1,1,D,A Marriner,9,12,2,4,11,10,6,4,4,1,0,0,2.0,3.6,4.0,2.0,3.5,3.8,2.0,3.4,3.8,2.0,3.59,4.13,2.05,3.3,4.0,2.05,3.6,3.9,2.01,3.53,4.17,16
06/11/16,Arsenal,Tottenham,1,1,D,M Clattenburg,15,10,2,3,11,17,7,2,1,2,0,0,1.95,3.6,4.2,1.95,3.6,3.9,2.0,3.4,3.8,1.95,3.59,4.35,2.0,3.2,4.33,1.95,3.5,4.2,1.97,3.63,4.2,16
06/11/16,Hull,Southampton,2,1,H,G Scott,6,19,2,7,13,15,1,10,0,5,0,0,5.75,3.8,1.7,5.5,3.8,1.65,5.3,3.8,1.65,5.73,3.88,1.7,5.5,3.6,1.7,5.75,3.75,1.7,5.75,3.9,1.69,16
06/11/16,Leicester,West Brom,1,2,A,C Pawson,5,11,2,5,8,8,5,6,0,2,0,0,1.8,3.6,5.25,1.78,3.6,4.75,1.75,3.6,4.8,1.78,3.63,5.49,1.8,3.3,5.5,1.8,3.6,5.2,1.74,3.72,5.65,16
06/11/16,Liverpool,Watford,6,1,H,M Oliver,28,11,17,8,14,10,6,3,1,2,0,0,1.29,6.0,12.0,1.26,6.0,11.0,1.3,5.5,9.5,1.29,6.19,11.8,1.3,5.0,13.0,1.29,6.25,13.0,1.29,6.3,11.95,16
06/11/16,Swansea,Man United,1,3,A,N Swarbrick,6,9,1,3,9,16,2,0,0,2,0,0,5.0,4.0,1.73,4.75,3.9,1.72,5.3,3.8,1.65,4.94,4.01,1.76,5.0,3.75,1.73,5.0,4.0,1.73,5.53,4.04,1.69,16
19/11/16,Crystal Palace,Man City,1,2,A,R Madley,9,10,2,4,12,15,2,7,1,2,0,0,6.5,4.5,1.53,6.25,4.4,1.5,6.5,4.2,1.5,6.28,4.57,1.56,6.0,4.2,1.57,6.25,4.5,1.55,6.75,5.03,1.49,16
19/11/16,Everton,Swansea,1,1,D,M Atkinson,14,5,6,3,13,12,10,3,4,2,0,0,1.6,4.33,6.0,1.55,4.1,6.25,1.55,4.0,6.2,1.58,4.26,6.52,1.57,4.0,6.5,1.6,4.3,6.0,1.6,4.42,5.94,16
19/11/16,Man United,Arsenal,1,1,D,A Marriner,12,5,5,1,14,11,10,4,3,3,0,0,2.6,3.4,2.9,2.5,3.4,2.8,2.6,3.25,2.75,2.61,3.33,2.97,2.62,3.1,3.0,2.6,3.4,2.9,2.5,3.24,3.21,16
19/11/16,Southampton,Liverpool,0,0,D,M Clattenburg,3,15,0,2,8,11,1,8,1,1,0,0,3.4,3.6,2.2,3.3,3.5,2.15,3.8,3.4,2.0,3.32,3.56,2.28,3.4,3.4,2.2,3.4,3.4,2.3,3.19,3.47,2.39,16
19/11/16,Stoke,Bournemouth,0,1,A,R East,14,9,6,2,17,10,3,4,3,2,0,0,2.3,3.4,3.4,2.2,3.25,3.5,2.1,3.4,3.5,2.26,3.43,3.49,2.3,3.3,3.3,2.3,3.4,3.4,2.13,3.48,3.79,16
19/11/16,Sunderland,Hull,3,0,H,L Mason,11,17,4,7,9,8,2,8,1,0,1,0,2.15,3.4,3.8,2.15,3.25,3.6,2.1,3.4,3.5,2.11,3.35,4.03,2.15,3.2,3.8,2.15,3.3,3.8,2.29,3.33,3.53,16
19/11/16,Tottenham,West Ham,3,2,H,M Dean,14,11,6,3,13,16,4,5,3,2,0,1,1.5,4.5,7.5,1.5,4.25,6.75,1.65,3.8,5.3,1.5,4.58,7.4,1.5,4.33,7.0,1.5,4.6,7.0,1.57,4.35,6.44,16
19/11/16,Watford,Leicester,2,1,H,N Swarbrick,10,10,3,2,12,18,4,6,2,3,0,0,2.8,3.3,2.75,2.7,3.3,2.65,2.7,3.2,2.7,2.91,3.3,2.68,2.8,3.1,2.75,2.88,3.3,2.7,3.02,3.32,2.58,16
20/11/16,Middlesbrough,Chelsea,0,1,A,J Moss,12,13,1,3,13,10,2,3,2,3,0,0,7.0,4.0,1.57,6.25,4.1,1.55,6.5,4.2,1.5,6.83,4.28,1.56,6.5,4.0,1.57,6.5,4.2,1.57,6.95,4.66,1.51,16
21/11/16,West Brom,Burnley,4,0,H,M Jones,16,5,6,2,12,12,4,3,0,0,0,0,1.95,3.4,4.5,1.95,3.3,4.33,1.9,3.5,4.1,1.92,3.39,4.93,1.95,3.3,4.5,1.95,3.3,4.6,1.91,3.45,4.83,16
26/11/16,Burnley,Man City,1,2,A,A Marriner,10,21,5,5,5,15,5,8,2,3,0,0,9.0,6.0,1.33,9.5,6.0,1.28,8.0,5.3,1.35,10.05,6.03,1.32,9.0,5.5,1.33,10.5,5.5,1.33,13.0,7.25,1.24,16
26/11/16,Chelsea,Tottenham,2,1,H,M Oliver,9,12,5,6,13,16,3,8,2,1,0,0,1.75,3.8,5.25,1.75,3.8,5.0,1.75,3.6,4.8,1.78,3.81,5.09,1.8,3.5,5.0,1.75,3.9,5.0,1.72,3.84,5.55,16
26/11/16,Hull,West Brom,1,1,D,P Tierney,10,11,4,2,7,10,2,6,3,2,0,0,3.1,3.2,2.6,2.9,3.2,2.55,2.75,3.25,2.6,3.3,3.18,2.48,3.1,3.0,2.6,3.2,3.2,2.5,2.86,3.11,2.86,16
26/11/16,Leicester,Middlesbrough,2,2,D,L Mason,11,6,3,2,15,12,2,3,4,4,0,0,1.91,3.6,4.5,1.85,3.4,4.6,1.8,3.6,4.5,1.87,3.65,4.72,1.91,3.4,4.5,1.91,3.5,4.6,1.93,3.41,4.8,16
26/11/16,Liverpool,Sunderland,2,0,H,A Taylor,27,6,7,1,5,9,9,4,1,3,0,0,1.17,8.5,19.0,1.17,7.5,15.5,1.2,6.5,15.0,1.19,8.68,16.06,1.2,7.0,17.0,1.18,8.0,18.0,1.19,9.0,15.0,16
26/11/16,Swansea,Crystal Palace,5,4,H,K Friend,18,12,9,4,12,24,10,6,4,5,0,0,2.63,3.4,2.88,2.55,3.2,2.9,2.4,3.3,2.95,2.67,3.32,2.9,2.62,3.2,2.9,2.7,3.4,2.8,2.72,3.33,2.84,16
27/11/16,Arsenal,Bournemouth,3,1,H,M Jones,16,9,3,3,12,13,3,10,3,5,0,0,1.4,5.0,9.0,1.42,4.75,7.5,1.35,5.3,8.0,1.43,5.04,8.05,1.4,4.8,8.5,1.44,5.0,8.0,1.34,5.64,10.1,16
27/11/16,Man United,West Ham,1,1,D,J Moss,17,6,8,2,16,16,8,4,3,1,0,0,1.45,4.75,8.0,1.48,4.5,6.75,1.45,4.5,7.0,1.5,4.62,7.46,1.5,4.33,7.0,1.45,4.6,7.5,1.36,5.57,9.25,16
27/11/16,Southampton,Everton,1,0,H,C Pawson,17,13,7,1,11,15,5,2,0,2,0,0,2.2,3.4,3.6,2.1,3.3,3.7,2.1,3.4,3.5,2.19,3.35,3.78,2.2,3.2,3.6,2.2,3.3,3.7,2.15,3.47,3.74,16
27/11/16,Watford,Stoke,0,1,A,R Madley,11,14,2,1,24,14,3,3,3,0,1,0,2.4,3.3,3.3,2.3,3.3,3.2,2.4,3.3,2.95,2.39,3.32,3.32,2.4,3.2,3.2,2.45,3.3,3.2,2.23,3.31,3.71,16
03/12/16,Crystal Palace,Southampton,3,0,H,N Swarbrick,9,17,4,3,11,13,4,9,3,1,0,0,3.5,3.3,2.3,3.2,3.4,2.25,2.95,3.3,2.4,3.58,3.39,2.24,3.4,3.2,2.3,3.5,3.4,2.25,3.66,3.42,2.2,16
03/12/16,Man City,Chelsea,1,3,A,A Taylor,14,10,5,4,14,9,9,2,2,3,2,0,2.15,3.6,3.6,2.15,3.5,3.6,2.0,3.4,3.8,2.14,3.59,3.64,2.2,3.3,3.5,2.1,3.5,3.6,2.15,3.49,3.72,16
03/12/16,Stoke,Burnley,2,0,H,M Clattenburg,10,14,4,4,7,13,4,9,3,2,0,0,1.62,4.0,6.5,1.6,3.75,6.25,1.7,3.7,5.0,1.64,4.1,6.03,1.62,3.75,6.5,1.62,4.0,6.5,1.62,4.04,6.45,16
03/12/16,Sunderland,Leicester,2,1,H,A Marriner,22,17,6,5,8,12,3,4,3,1,0,0,3.4,3.4,2.3,3.3,3.25,2.3,2.95,3.3,2.4,3.39,3.44,2.3,3.4,3.2,2.3,3.4,3.4,2.3,3.43,3.52,2.25,16
03/12/16,Tottenham,Swansea,5,0,H,J Moss,28,1,15,0,11,17,5,0,0,4,0,0,1.36,5.5,9.0,1.34,5.0,9.75,1.35,5.3,8.0,1.36,5.45,9.64,1.36,5.0,9.5,1.33,5.5,10.0,1.36,5.67,9.36,16
03/12/16,West Brom,Watford,3,1,H,G Scott,11,17,3,5,12,8,3,4,2,1,0,1,2.2,3.3,3.75,2.15,3.25,3.6,2.1,3.3,3.6,2.16,3.33,3.89,2.2,3.2,3.6,2.2,3.3,3.8,2.1,3.38,4.03,16
03/12/16,West Ham,Arsenal,1,5,A,C Pawson,10,19,3,10,10,11,3,2,3,3,0,0,4.75,4.2,1.75,4.75,4.0,1.75,4.8,3.6,1.75,5.08,4.1,1.72,4.8,3.8,1.75,5.0,4.0,1.75,5.57,4.41,1.63,16
04/12/16,Bournemouth,Liverpool,4,3,H,R Madley,12,10,8,3,9,17,4,9,2,2,0,0,5.0,4.0,1.75,5.0,3.8,1.7,4.8,3.6,1.75,4.63,4.01,1.8,4.8,3.8,1.75,4.6,4.0,1.8,5.02,4.05,1.74,16
04/12/16,Everton,Man United,1,1,D,M Oliver,13,10,6,2,13,11,6,3,2,3,0,0,3.6,3.5,2.15,3.7,3.5,2.1,3.5,3.4,2.1,3.65,3.5,2.17,3.6,3.3,2.2,3.7,3.4,2.15,4.3,3.66,1.94,16
05/12/16,Middlesbrough,Hull,1,0,H,M Dean,16,6,4,2,6,11,13,7,1,1,0,0,1.83,3.5,5.25,1.75,3.6,5.0,1.85,3.5,4.3,1.8,3.57,5.4,1.83,3.4,5.0,1.8,3.5,5.4,1.92,3.38,4.93,16
10/12/16,Arsenal,Stoke,3,1,H,L Mason,21,12,6,5,9,6,7,7,0,0,0,0,1.35,5.5,9.5,1.35,5.0,9.0,1.4,4.8,7.5,1.38,5.29,9.21,1.36,5.0,9.0,1.33,5.5,9.5,1.32,6.0,10.5,16
10/12/16,Burnley,Bournemouth,3,2,H,M Atkinson,16,17,7,4,14,18,4,11,2,2,0,0,3.5,3.5,2.2,3.4,3.4,2.15,2.95,3.3,2.4,3.48,3.45,2.26,3.3,3.3,2.3,3.4,3.4,2.3,3.54,3.2,2.35,16
10/12/16,Hull,Crystal Palace,3,3,D,M Jones,15,14,6,6,16,14,4,7,2,4,0,0,3.5,3.3,2.3,3.3,3.25,2.3,2.85,3.3,2.5,3.43,3.37,2.32,3.3,3.2,2.38,3.4,3.4,2.3,3.4,3.32,2.35,16
10/12/16,Leicester,Man City,4,2,H,M Oliver,10,19,6,4,10,7,3,11,2,1,0,0,5.25,4.0,1.7,4.75,4.0,1.7,4.8,3.6,1.75,5.28,4.1,1.7,5.0,3.8,1.73,5.25,4.0,1.7,4.79,4.12,1.76,16
10/12/16,Swansea,Sunderland,3,0,H,C Pawson,14,11,5,2,10,8,7,4,1,2,0,0,2.15,3.5,3.6,2.15,3.3,3.6,2.2,3.35,3.3,2.14,3.55,3.68,2.2,3.3,3.6,2.2,3.5,3.5,2.15,3.66,3.55,16
10/12/16,Watford,Everton,3,2,H,A Taylor,11,11,6,4,11,16,2,4,2,2,0,0,3.1,3.4,2.45,3.0,3.3,2.4,2.95,3.3,2.4,3.15,3.39,2.45,3.0,3.3,2.5,3.1,3.3,2.5,3.38,3.39,2.33,16
11/12/16,Chelsea,West Brom,1,0,H,M Dean,12,6,2,1,6,10,3,1,2,4,0,0,1.25,6.25,15.0,1.26,6.25,10.5,1.3,5.5,9.5,1.27,6.25,14.32,1.29,5.5,13.0,1.29,6.0,13.0,1.27,6.3,13.0,16
11/12/16,Liverpool,West Ham,2,2,D,M Clattenburg,18,7,3,3,7,8,11,4,2,0,0,0,1.3,6.0,11.0,1.3,5.75,9.0,1.3,5.5,9.5,1.29,6.29,11.73,1.3,5.5,11.0,1.3,6.0,10.5,1.31,6.4,9.97,16
11/12/16,Man United,Tottenham,1,0,H,R Madley,15,12,5,4,19,17,3,8,3,3,0,0,2.2,3.4,3.6,2.15,3.4,3.4,2.1,3.4,3.5,2.22,3.37,3.64,2.25,3.2,3.5,2.2,3.4,3.6,2.18,3.39,3.75,16
11/12/16,Southampton,Middlesbrough,1,0,H,S Attwell,14,6,3,2,14,12,4,2,4,3,0,0,1.7,3.7,6.0,1.65,3.7,5.75,1.7,3.7,5.0,1.68,3.68,6.42,1.73,3.4,6.0,1.7,3.6,6.25,1.63,3.76,7.2,16
13/12/16,Bournemouth,Leicester,1,0,H,P Tierney,9,12,3,4,5,15,4,11,0,3,0,0,2.4,3.4,3.2,2.35,3.4,3.0,2.4,3.3,2.95,2.43,3.47,3.13,2.4,3.3,3.1,2.4,3.5,3.1,2.27,3.48,3.42,16
13/12/16,Everton,Arsenal,2,1,H,M Clattenburg,14,9,4,3,10,10,8,3,1,1,1,0,4.2,3.75,1.91,4.25,3.7,1.9,4.1,3.5,1.9,4.28,3.77,1.92,4.2,3.6,1.91,4.2,3.8,1.91,4.14,3.78,1.94,16
14/12/16,Crystal Palace,Man United,1,2,A,C Pawson,6,16,3,6,16,10,1,8,2,2,0,0,5.25,4.0,1.7,5.5,3.8,1.65,4.8,3.6,1.75,5.56,4.08,1.68,4.8,4.0,1.7,5.4,4.0,1.7,5.41,3.96,1.71,16
14/12/16,Man City,Watford,2,0,H,K Friend,13,5,7,2,16,20,5,2,1,2,0,0,1.29,6.5,11.0,1.22,6.5,12.5,1.3,5.5,9.5,1.28,6.4,12.25,1.25,6.5,12.0,1.25,6.5,13.0,1.28,6.7,11.0,16
14/12/16,Middlesbrough,Liverpool,0,3,A,J Moss,8,15,3,4,11,14,5,2,1,0,0,0,6.0,4.33,1.6,6.0,4.1,1.57,5.5,4.0,1.6,6.48,4.28,1.58,6.0,4.0,1.6,6.25,4.3,1.57,5.53,3.91,1.71,16
14/12/16,Stoke,Southampton,0,0,D,A Taylor,5,15,3,4,9,10,3,11,1,2,1,0,3.1,3.3,2.5,2.95,3.3,2.45,2.85,3.1,2.6,3.29,3.25,2.45,3.2,3.2,2.4,3.25,3.25,2.45,3.32,3.34,2.38,16
14/12/16,Sunderland,Chelsea,0,1,A,N Swarbrick,8,19,3,6,15,10,5,5,3,2,0,0,10.0,5.75,1.33,9.5,5.0,1.34,9.5,5.5,1.3,10.45,5.72,1.33,9.0,5.0,1.33,10.5,5.5,1.33,7.26,4.51,1.51,16
14/12/16,Tottenham,Hull,3,0,H,A Marriner,27,10,9,5,6,14,5,5,0,2,0,0,1.22,7.0,15.0,1.22,6.5,13.5,1.25,6.0,11.0,1.25,6.6,14.0,1.25,6.0,13.0,1.25,6.25,15.0,1.23,7.14,14.5,16
14/12/16,West Brom,Swansea,3,1,H,M Oliver,13,8,4,4,8,8,0,11,0,0,0,0,2.05,3.5,4.0,1.95,3.5,4.0,2.0,3.4,3.8,2.06,3.5,4.04,2.05,3.3,4.0,2.05,3.5,3.9,2.08,3.45,4.01,16
14/12/16,West Ham,Burnley,1,0,H,R Madley,20,8,7,2,12,15,6,1,0,2,0,0,1.67,4.0,5.75,1.6,4.1,5.5,1.7,3.7,5.0,1.65,4.13,5.82,1.67,3.8,5.5,1.65,4.1,5.75,1.65,4.0,6.12,16
17/12/16,Crystal Palace,Chelsea,0,1,A,J Moss,6,13,2,6,12,15,5,3,2,3,0,0,6.5,4.2,1.57,6.0,4.1,1.57,6.5,4.2,1.5,5.85,4.3,1.62,6.5,3.75,1.62,5.75,4.3,1.62,6.85,4.44,1.54,16
17/12/16,Middlesbrough,Swansea,3,0,H,N Swarbrick,10,14,4,2,10,11,3,8,1,0,0,0,2.1,3.4,4.0,2.05,3.4,3.75,2.1,3.4,3.5,2.07,3.42,4.1,2.1,3.3,3.75,2.05,3.4,4.1,2.14,3.33,3.96,16
17/12/16,Stoke,Leicester,2,2,D,C Pawson,16,14,7,8,9,12,9,9,2,6,0,1,2.6,3.4,2.9,2.45,3.4,2.9,2.5,3.3,2.85,2.59,3.35,2.98,2.6,3.2,2.9,2.6,3.3,2.9,2.82,3.21,2.82,16
17/12/16,Sunderland,Watford,1,0,H,R Madley,12,9,4,4,10,9,4,11,1,2,0,0,2.63,3.3,2.9,2.55,3.2,2.9,2.5,3.3,2.85,2.67,3.23,2.97,2.62,3.2,2.9,2.6,3.3,3.0,2.67,3.32,2.9,16
17/12/16,West Brom,Man United,0,2,A,A Taylor,10,10,1,5,9,13,2,3,3,3,0,0,5.75,3.8,1.7,5.25,3.6,1.72,4.8,3.6,1.75,5.53,3.77,1.74,5.5,3.5,1.75,5.75,3.6,1.75,6.1,3.9,1.67,16
17/12/16,West Ham,Hull,1,0,H,L Mason,18,16,6,5,13,9,10,6,2,4,0,0,1.62,4.1,6.0,1.65,4.1,5.0,1.65,3.8,5.3,1.67,4.09,5.7,1.67,3.6,6.0,1.65,4.1,5.75,1.71,3.85,5.64,16
18/12/16,Bournemouth,Southampton,1,3,A,M Clattenburg,10,14,5,8,6,12,7,4,0,2,0,0,3.0,3.3,2.6,2.85,3.25,2.55,2.65,3.3,2.65,2.95,3.23,2.69,2.9,3.2,2.62,2.9,3.3,2.63,2.97,3.26,2.65,16
18/12/16,Man City,Arsenal,2,1,H,M Atkinson,14,6,5,1,9,13,8,1,4,2,0,0,2.15,3.6,3.5,2.15,3.6,3.5,2.2,3.35,3.3,2.13,3.56,3.7,2.2,3.4,3.4,2.1,3.6,3.5,2.26,3.5,3.41,16
18/12/16,Tottenham,Burnley,2,1,H,K Friend,30,5,9,2,10,11,11,2,1,2,0,0,1.22,7.0,15.0,1.2,7.0,13.0,1.25,6.0,11.0,1.22,7.35,15.0,1.22,6.5,15.0,1.22,7.0,15.0,1.23,7.1,15.45,16
19/12/16,Everton,Liverpool,0,1,A,M Dean,6,11,1,4,13,9,1,6,3,1,0,0,4.2,3.6,1.95,4.1,3.6,1.9,3.8,3.4,2.0,4.27,3.85,1.9,4.2,3.5,1.95,4.2,3.75,1.9,3.99,3.4,2.1,16
26/12/16,Arsenal,West Brom,1,0,H,N Swarbrick,26,3,11,1,11,7,6,5,2,1,0,0,1.33,5.5,8.5,1.3,5.0,10.0,1.33,5.3,8.7,1.35,5.58,10.12,1.33,5.0,11.0,1.33,5.4,10.5,1.35,5.55,10.25,16
26/12/16,Burnley,Middlesbrough,1,0,H,C Pawson,6,8,4,2,17,18,7,3,6,5,0,0,2.9,3.1,2.6,2.85,3.1,2.55,2.75,3.2,2.65,3.06,3.18,2.64,3.0,3.1,2.62,3.0,3.1,2.7,2.97,3.18,2.71,16
26/12/16,Chelsea,Bournemouth,3,0,H,M Jones,14,7,4,3,13,14,5,5,1,1,0,0,1.36,5.0,8.5,1.36,4.6,8.25,1.35,5.3,8.0,1.42,4.78,9.52,1.4,4.8,8.5,1.36,5.0,9.0,1.38,5.05,10.4,16
26/12/16,Hull,Man City,0,3,A,R Madley,10,16,3,6,11,14,4,7,1,0,0,0,10.0,5.5,1.3,8.5,5.0,1.33,9.5,5.5,1.3,9.86,5.82,1.34,9.0,5.5,1.33,10.5,5.75,1.3,9.6,5.05,1.39,16
26/12/16,Leicester,Everton,0,2,A,S Attwell,7,8,2,3,14,7,3,4,3,0,0,0,2.5,3.3,2.9,2.4,3.3,2.85,2.3,3.3,3.15,2.57,3.33,3.03,2.5,3.3,3.0,2.5,3.4,3.0,2.7,3.28,2.9,16
26/12/16,Man United,Sunderland,3,1,H,M Atkinson,26,7,9,4,6,9,5,5,1,1,0,0,1.22,6.5,13.0,1.22,6.25,11.5,1.22,6.2,13.5,1.24,6.95,15.0,1.25,5.5,17.0,1.22,6.5,15.0,1.21,7.65,16.0,16
26/12/16,Swansea,West Ham,1,4,A,A Marriner,14,14,7,7,10,12,8,4,0,0,0,0,2.63,3.2,2.8,2.6,3.2,2.7,2.6,3.25,2.75,2.71,3.43,2.78,2.7,3.3,2.7,2.63,3.4,2.8,2.44,3.46,3.11,16
26/12/16,Watford,Crystal Palace,1,1,D,M Clattenburg,9,10,3,4,18,17,7,3,2,4,0,0,2.5,3.3,2.9,2.4,3.2,2.9,2.3,3.3,3.15,2.54,3.36,3.05,2.4,3.3,3.1,2.5,3.3,3.1,2.47,3.26,3.24,16
27/12/16,Liverpool,Stoke,4,1,H,M Oliver,20,6,6,2,9,6,8,2,0,1,0,0,1.3,5.5,10.0,1.3,5.25,9.0,1.3,5.5,9.5,1.3,6.15,11.02,1.33,5.0,11.0,1.3,5.75,11.5,1.34,5.75,10.0,16
28/12/16,Southampton,Tottenham,1,4,A,M Dean,9,17,2,5,7,16,2,10,1,4,1,0,2.8,3.25,2.6,2.75,3.2,2.55,2.85,3.3,2.5,3.01,3.3,2.6,2.9,3.2,2.6,2.9,3.25,2.63,3.11,3.2,2.59,16
30/12/16,Hull,Everton,2,2,D,J Moss,13,20,4,7,10,13,5,5,2,2,0,0,4.33,3.5,1.95,4.25,3.5,1.95,4.1,3.5,1.9,4.28,3.43,2.02,4.33,3.4,1.95,4.2,3.5,1.95,4.05,3.41,2.08,16
31/12/16,Burnley,Sunderland,4,1,H,G Scott,16,11,6,3,10,8,6,2,1,1,0,0,2.4,3.25,3.3,2.35,3.2,3.2,2.4,3.3,2.95,2.38,3.26,3.41,2.4,3.2,3.2,2.4,3.3,3.3,2.33,3.36,3.41,16
31/12/16,Chelsea,Stoke,4,2,H,R Madley,18,5,7,2,12,10,8,3,3,2,0,0,1.25,6.5,14.0,1.26,5.75,11.5,1.27,5.8,10.5,1.28,6.15,12.85,1.29,5.5,13.0,1.29,6.0,13.0,1.25,6.85,13.0,16
31/12/16,Leicester,West Ham,1,0,H,A Taylor,12,25,4,5,11,8,7,7,5,3,0,0,2.1,3.6,3.7,2.05,3.5,3.6,2.1,3.4,3.5,2.1,3.56,3.8,2.1,3.4,3.75,2.05,3.6,3.9,2.11,3.44,3.91,16
31/12/16,Liverpool,Man City,1,0,H,C Pawson,5,9,1,2,12,12,4,6,2,1,0,0,2.35,3.6,3.1,2.3,3.5,3.0,2.4,3.3,2.95,2.37,3.52,3.18,2.4,3.3,3.1,2.38,3.6,3.1,2.48,3.51,3.01,16
31/12/16,Man United,Middlesbrough,2,1,H,L Mason,32,9,12,2,9,14,12,2,1,1,0,0,1.25,6.0,16.0,1.25,5.5,14.5,1.27,5.8,10.5,1.25,6.2,16.45,1.25,5.5,17.0,1.25,6.0,15.0,1.26,6.3,14.75,16
31/12/16,Southampton,West Brom,1,2,A,M Jones,10,7,1,3,13,17,8,3,1,3,1,0,1.75,3.7,5.5,1.75,3.5,5.25,1.7,3.7,5.0,1.78,3.59,5.55,1.8,3.3,5.5,1.75,3.6,5.5,1.69,3.8,6.05,16
31/12/16,Swansea,Bournemouth,0,3,A,K Friend,14,11,5,6,14,9,4,3,2,0,0,0,2.9,3.4,2.6,2.75,3.4,2.55,2.65,3.3,2.65,2.83,3.49,2.63,2.8,3.3,2.62,2.88,3.5,2.55,2.75,3.41,2.75,16
01/01/17,Arsenal,Crystal Palace,2,0,H,A Marriner,22,7,7,4,9,7,8,4,1,1,0,0,1.29,5.5,9.5,1.3,5.5,9.75,1.3,5.5,9.5,1.34,5.6,10.4,1.33,5.5,9.0,1.33,5.5,10.5,1.37,5.5,9.2,16
01/01/17,Watford,Tottenham,1,4,A,M Oliver,6,19,2,6,11,6,0,3,3,0,0,0,5.5,3.75,1.62,5.25,3.8,1.67,5.0,3.7,1.7,5.71,3.94,1.69,5.5,3.6,1.73,5.75,3.8,1.7,6.51,4.28,1.58,16
02/01/17,Everton,Southampton,3,0,H,K Friend,17,12,6,3,5,14,10,8,0,1,0,0,2.2,3.4,3.6,2.15,3.3,3.5,2.1,3.4,3.5,2.28,3.33,3.55,2.3,3.2,3.4,2.25,3.3,3.6,2.48,3.25,3.24,16
02/01/17,Man City,Burnley,2,1,H,L Mason,14,11,3,3,11,11,8,8,4,3,1,0,1.17,8.5,19.0,1.17,8.0,15.0,1.15,7.5,18.0,1.18,8.55,17.5,1.18,7.0,15.0,1.15,8.0,17.0,1.19,7.75,18.5,16
02/01/17,Middlesbrough,Leicester,0,0,D,R Madley,9,10,1,4,10,9,2,2,3,0,0,0,2.75,3.2,2.88,2.65,3.1,2.85,2.5,3.2,2.9,2.8,3.16,2.88,2.75,3.1,2.8,2.8,3.13,2.9,2.78,3.06,2.99,16
02/01/17,Sunderland,Liverpool,2,2,D,A Taylor,10,21,5,15,10,10,2,5,2,3,0,0,11.0,5.5,1.33,9.5,5.25,1.33,7.5,4.8,1.4,9.95,5.55,1.35,11.0,4.5,1.36,8.5,5.5,1.36,10.0,6.2,1.32,16
02/01/17,West Brom,Hull,3,1,H,M Clattenburg,8,17,5,6,5,4,7,9,0,0,0,0,1.75,3.7,5.5,1.75,3.5,5.25,1.65,3.8,5.3,1.76,3.72,5.48,1.8,3.3,5.5,1.75,3.6,5.5,2.01,3.27,4.65,16
02/01/17,West Ham,Man United,0,2,A,M Dean,8,13,2,6,9,13,2,1,1,2,1,0,6.0,4.0,1.65,5.5,4.0,1.62,5.0,3.7,1.7,5.77,4.13,1.65,5.5,3.8,1.67,6.0,4.1,1.62,6.5,4.57,1.54,16
03/01/17,Bournemouth,Arsenal,3,3,D,M Oliver,12,14,6,4,10,12,4,7,3,3,1,0,4.33,3.4,1.85,4.4,3.7,1.8,4.5,3.6,1.8,4.52,3.87,1.85,5.0,3.4,1.83,4.6,3.8,1.83,5.45,4.3,1.65,16
