date,hometeam,awayteam,fthg,ftag,ftr,referee,hs,as,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,psch,pscd,psca,season
25/10/2015,Man United,Man City,0,0,D,M Clattenburg,6,6,1,1,17,13,6,4,2,2,0,0,2.6,3.5,2.8,2.65,3.3,2.85,2.6,3.2,2.6,2.59,3.41,2.93,2.7,3.2,2.88,2.63,3.5,2.8,2.63,3.32,2.95,15
25/10/2015,Sunderland,Newcastle,3,0,H,R Madley,9,21,3,8,12,10,1,10,0,2,0,1,2.6,3.4,2.9,2.55,3.3,2.65,2.3,3.3,2.9,2.57,3.41,2.96,2.62,3.1,3.0,2.63,3.3,2.9,2.63,3.38,2.91,15
31/10/2015,Chelsea,Liverpool,1,3,A,M Clattenburg,8,16,2,7,9,21,1,7,1,4,0,0,2.1,3.5,3.75,2.1,3.3,3.4,2.1,3.2,3.4,2.07,3.54,3.92,2.1,3.2,3.75,2.1,3.4,3.9,2.12,3.47,3.84,15
31/10/2015,Crystal Palace,Man United,0,0,D,M Jones,10,5,5,1,12,15,7,3,3,3,0,0,3.8,3.5,2.1,3.4,3.4,2.1,3.4,3.2,2.1,4.02,3.46,2.08,4.0,3.0,2.1,4.0,3.4,2.1,4.46,3.56,1.94,15
31/10/2015,Man City,Norwich,2,1,H,R Madley,21,5,5,3,4,13,12,4,2,2,0,1,1.29,6.0,12.0,1.28,5.75,9.0,1.22,5.5,12.0,1.3,6.22,11.03,1.29,5.0,12.0,1.29,6.25,11.5,1.27,6.59,12.5,15
31/10/2015,Newcastle,Stoke,0,0,D,R East,15,9,6,2,6,16,11,4,1,3,0,0,2.4,3.4,3.2,2.4,3.3,3.0,2.5,3.3,2.65,2.39,3.43,3.24,2.4,3.1,3.1,2.38,3.4,3.25,2.37,3.39,3.29,15
31/10/2015,Swansea,Arsenal,0,3,A,K Friend,8,15,3,5,12,7,4,4,2,0,0,0,5.0,4.0,1.75,4.5,3.6,1.75,4.7,3.6,1.7,5.05,3.93,1.76,5.0,3.5,1.75,5.0,4.0,1.73,4.73,4.01,1.79,15
31/10/2015,Watford,West Ham,2,0,H,K Stroud,20,8,5,3,16,12,7,2,3,0,0,1,2.6,3.4,2.9,2.6,3.2,2.7,2.6,3.2,2.6,2.6,3.38,2.94,2.62,3.1,2.8,2.55,3.3,3.0,2.5,3.42,3.05,15
31/10/2015,West Brom,Leicester,2,3,A,A Taylor,14,13,6,5,3,11,6,4,0,2,0,0,2.9,3.4,2.6,2.6,3.3,2.6,2.65,3.3,2.5,2.84,3.36,2.7,2.9,3.0,2.62,2.9,3.3,2.63,2.97,3.38,2.58,15
01/11/2015,Everton,Sunderland,6,2,H,A Marriner,15,17,8,9,6,5,6,1,3,2,0,0,1.5,4.5,7.5,1.5,4.0,6.5,1.5,4.0,6.1,1.49,4.61,7.5,1.53,3.8,7.0,1.5,4.6,7.5,1.48,4.7,7.5,15
01/11/2015,Southampton,Bournemouth,2,0,H,C Pawson,11,16,2,2,5,5,4,6,0,2,1,0,1.55,4.33,6.5,1.55,4.0,5.75,1.55,4.0,5.5,1.55,4.37,6.88,1.57,3.8,6.0,1.53,4.33,7.0,1.53,4.41,7.22,15
02/11/2015,Tottenham,Aston Villa,3,1,H,M Dean,17,13,6,2,6,15,4,3,0,3,0,0,1.44,4.75,8.0,1.42,4.33,7.25,1.4,4.4,7.3,1.43,4.8,9.0,1.44,4.2,8.0,1.4,4.8,9.0,1.4,5.09,9.32,15
07/11/2015,Bournemouth,Newcastle,0,1,A,L Mason,20,2,5,1,9,11,16,0,2,2,0,0,2.25,3.5,3.4,2.25,3.4,3.1,2.2,3.3,3.1,2.18,3.56,3.57,2.25,3.1,3.4,2.2,3.6,3.5,2.22,3.62,3.4,15
07/11/2015,Leicester,Watford,2,1,H,R East,12,8,6,4,10,10,4,2,0,1,0,0,1.85,3.8,4.5,1.85,3.6,4.0,1.85,3.45,4.0,1.88,3.79,4.43,1.83,3.2,4.33,1.85,3.8,4.5,1.93,3.71,4.34,15
07/11/2015,Man United,West Brom,2,0,H,M Dean,13,4,3,0,11,10,5,1,1,3,0,1,1.33,5.25,12.0,1.33,5.0,8.75,1.35,4.8,7.6,1.34,5.25,12.05,1.36,4.0,12.0,1.33,5.25,11.5,1.36,5.1,11.15,15
07/11/2015,Norwich,Swansea,1,0,H,M Clattenburg,9,8,5,0,12,7,5,2,1,0,0,0,2.45,3.4,3.1,2.55,3.2,2.85,2.5,3.3,2.65,2.46,3.47,3.06,2.5,3.1,2.9,2.5,3.4,3.0,2.54,3.43,2.99,15
07/11/2015,Stoke,Chelsea,1,0,H,A Taylor,8,19,2,4,13,10,1,9,3,1,0,0,3.8,3.6,2.05,3.6,3.25,2.05,3.3,3.3,2.1,3.96,3.51,2.07,3.75,3.1,2.1,3.9,3.5,2.1,4.53,3.66,1.9,15
07/11/2015,Sunderland,Southampton,0,1,A,M Jones,9,11,3,4,3,7,10,11,1,3,0,0,4.75,3.8,1.8,4.75,3.6,1.75,4.0,3.45,1.85,4.79,3.81,1.82,5.0,3.2,1.8,5.0,3.7,1.8,4.7,4.0,1.79,15
07/11/2015,West Ham,Everton,1,1,D,P Tierney,16,13,5,4,11,12,3,5,1,2,0,0,2.6,3.5,2.8,2.55,3.3,2.7,2.5,3.3,2.65,2.58,3.49,2.89,2.62,3.1,2.8,2.55,3.5,2.88,2.45,3.59,2.99,15
08/11/2015,Arsenal,Tottenham,1,1,D,M Atkinson,10,14,4,4,12,17,7,6,0,1,0,0,1.73,4.0,5.0,1.72,3.8,4.4,1.6,3.9,5.0,1.7,4.18,5.21,1.75,3.4,5.0,1.73,4.1,5.0,1.8,3.96,4.72,15
08/11/2015,Aston Villa,Man City,0,0,D,C Pawson,3,13,0,3,7,7,3,8,1,1,0,0,7.5,5.0,1.44,7.0,4.33,1.44,6.1,4.0,1.5,8.15,4.93,1.44,8.0,4.0,1.44,8.0,4.8,1.44,8.55,5.05,1.42,15
08/11/2015,Liverpool,Crystal Palace,1,2,A,N Swarbrick,22,9,4,4,7,6,14,6,1,2,0,0,1.67,3.8,6.0,1.67,3.7,5.0,1.6,3.7,5.4,1.68,3.99,5.73,1.7,3.2,6.0,1.67,4.0,5.75,1.64,3.92,6.51,15
21/11/2015,Chelsea,Norwich,1,0,H,C Pawson,21,4,7,2,4,12,6,5,1,4,0,0,1.4,5.0,9.0,1.4,4.75,8.0,1.4,4.4,7.3,1.43,4.86,8.78,1.4,4.5,8.0,1.44,4.8,8.5,1.41,5.03,8.82,15
21/11/2015,Everton,Aston Villa,4,0,H,M Oliver,16,10,9,3,6,9,2,3,0,0,0,0,1.57,4.2,6.5,1.57,3.9,5.75,1.55,3.9,5.6,1.57,4.2,6.8,1.57,3.8,6.0,1.55,4.2,7.0,1.72,4.01,5.31,15
21/11/2015,Man City,Liverpool,1,4,A,J Moss,11,14,3,9,5,13,11,5,0,3,0,0,1.7,4.0,5.5,1.7,3.75,5.5,1.7,3.6,4.7,1.67,4.15,5.56,1.7,3.5,5.5,1.65,4.1,5.75,1.89,3.72,4.48,15
21/11/2015,Newcastle,Leicester,0,3,A,M Jones,9,18,1,7,9,12,4,9,4,1,0,0,2.88,3.6,2.5,2.65,3.4,2.5,2.65,3.3,2.5,2.85,3.55,2.58,2.75,3.25,2.6,2.8,3.6,2.55,2.94,3.57,2.5,15
21/11/2015,Southampton,Stoke,0,1,A,L Mason,16,16,1,4,8,8,7,3,2,0,0,0,1.57,4.0,7.0,1.57,3.9,5.75,1.65,3.6,5.1,1.61,4.06,6.5,1.62,3.5,6.5,1.62,4.0,6.5,1.68,3.87,5.98,15
21/11/2015,Swansea,Bournemouth,2,2,D,A Marriner,11,16,4,4,7,9,4,5,3,2,0,0,1.91,3.6,4.5,1.85,3.6,4.5,1.9,3.45,3.8,1.91,3.59,4.6,1.95,3.1,4.5,1.9,3.6,4.6,2.24,3.37,3.61,15
21/11/2015,Watford,Man United,1,2,A,R Madley,10,13,5,6,6,12,4,10,1,2,0,0,4.33,3.4,2.0,3.9,3.4,2.0,3.8,3.45,1.9,4.14,3.38,2.07,4.0,3.1,2.05,4.33,3.25,2.05,4.02,3.38,2.1,15
21/11/2015,West Brom,Arsenal,2,1,H,M Clattenburg,4,11,1,3,14,10,3,5,3,2,0,0,7.0,4.33,1.53,6.0,4.33,1.53,5.6,3.9,1.55,6.68,4.29,1.57,6.5,4.0,1.53,7.0,4.33,1.53,6.11,4.28,1.6,15
22/11/2015,Tottenham,West Ham,4,1,H,A Taylor,22,10,12,4,13,9,7,6,2,2,0,0,1.57,4.2,6.5,1.57,4.1,5.25,1.6,3.7,5.4,1.55,4.43,6.78,1.6,3.75,6.0,1.55,4.4,6.5,1.58,4.32,6.44,15
23/11/2015,Crystal Palace,Sunderland,0,1,A,M Atkinson,19,12,7,4,18,11,11,2,1,3,0,0,1.57,4.0,7.0,1.57,3.8,5.75,1.65,3.6,5.1,1.56,4.31,6.77,1.6,3.4,7.0,1.55,4.2,7.0,1.55,4.52,6.6,15
28/11/2015,Aston Villa,Watford,2,3,A,L Mason,12,14,6,6,6,13,10,10,2,3,0,0,2.75,3.3,2.8,2.75,3.0,2.75,2.5,3.3,2.65,2.77,3.25,2.85,2.7,3.1,2.7,2.8,3.13,2.88,2.76,3.27,2.84,15
28/11/2015,Bournemouth,Everton,3,3,D,K Friend,19,11,10,6,6,6,10,5,2,0,0,0,2.9,3.6,2.5,2.65,3.4,2.5,2.75,3.3,2.4,2.95,3.53,2.51,2.9,3.2,2.5,3.0,3.6,2.4,2.65,3.66,2.7,15
28/11/2015,Crystal Palace,Newcastle,5,1,H,S Attwell,19,7,8,2,7,13,7,5,1,1,0,0,1.7,3.9,5.5,1.72,3.8,4.4,1.75,3.5,4.5,1.69,4.04,5.53,1.73,3.5,5.0,1.7,4.0,5.5,1.71,4.1,5.17,15
28/11/2015,Leicester,Man United,1,1,D,C Pawson,7,10,3,2,5,7,1,8,0,1,0,0,3.1,3.5,2.4,2.95,3.4,2.4,2.9,3.3,2.3,3.26,3.45,2.36,3.1,3.1,2.4,3.3,3.4,2.38,3.26,3.49,2.34,15
28/11/2015,Man City,Southampton,3,1,H,R East,16,12,9,8,14,11,6,4,2,1,0,0,1.6,4.33,6.0,1.6,4.2,5.25,1.5,4.0,6.1,1.58,4.4,6.28,1.57,3.8,6.0,1.57,4.4,6.25,1.57,4.4,6.37,15
28/11/2015,Sunderland,Stoke,2,0,H,M Dean,18,7,5,3,4,10,9,5,0,2,0,1,3.2,3.3,2.45,3.0,3.1,2.4,2.75,3.3,2.4,3.16,3.28,2.51,3.1,3.1,2.4,3.2,3.3,2.45,3.05,3.26,2.59,15
29/11/2015,Liverpool,Swansea,1,0,H,A Taylor,10,8,2,0,12,6,8,7,3,1,0,0,1.44,4.75,8.0,1.45,4.4,7.5,1.5,4.0,6.1,1.48,4.55,7.95,1.5,4.0,7.0,1.45,4.75,8.0,1.48,4.55,7.95,15
29/11/2015,Norwich,Arsenal,1,1,D,J Moss,7,12,2,3,8,6,3,6,1,1,0,0,6.0,4.2,1.62,5.25,4.1,1.62,6.1,4.0,1.5,5.62,4.34,1.63,5.5,4.0,1.57,5.75,4.33,1.62,6.5,4.41,1.56,15
29/11/2015,Tottenham,Chelsea,0,0,D,M Oliver,9,5,4,1,14,9,4,4,4,2,0,0,2.6,3.4,2.9,2.6,3.1,2.9,2.6,3.2,2.6,2.58,3.49,2.89,2.5,3.2,2.9,2.55,3.5,2.88,2.66,3.39,2.86,15
29/11/2015,West Ham,West Brom,1,1,D,M Atkinson,17,7,6,3,15,16,5,2,0,2,0,0,2.05,3.5,4.0,2.05,3.25,3.6,2.0,3.3,3.6,2.1,3.41,3.98,2.05,3.3,3.75,2.1,3.4,4.0,2.13,3.35,3.96,15
05/12/2015,Arsenal,Sunderland,3,1,H,R Madley,16,11,7,4,7,11,3,2,1,1,0,0,1.29,6.0,13.0,1.26,6.25,10.5,1.22,5.5,12.0,1.28,6.14,13.53,1.29,5.0,12.0,1.29,5.75,13.0,1.29,6.53,11.18,15
05/12/2015,Chelsea,Bournemouth,0,1,A,M Jones,19,15,6,5,10,13,11,4,2,1,0,0,1.36,5.25,9.5,1.38,5.0,8.0,1.35,4.8,7.6,1.38,5.23,9.75,1.36,4.5,9.0,1.36,5.25,10.0,1.43,4.79,9.04,15
05/12/2015,Man United,West Ham,0,0,D,M Clattenburg,21,9,1,2,9,13,6,2,1,0,0,0,1.44,4.5,9.0,1.44,4.33,8.0,1.4,4.4,7.3,1.43,4.7,9.06,1.44,3.8,9.0,1.44,4.5,9.0,1.46,4.68,8.18,15
05/12/2015,Southampton,Aston Villa,1,1,D,A Taylor,23,9,5,2,4,9,10,4,1,2,0,0,1.5,4.5,7.5,1.5,4.25,6.0,1.45,4.0,7.0,1.52,4.37,7.57,1.53,3.6,7.5,1.53,4.2,7.5,1.5,4.55,7.4,15
05/12/2015,Stoke,Man City,2,0,H,M Atkinson,7,11,4,4,9,10,1,6,0,1,0,0,5.25,4.0,1.7,5.0,3.7,1.72,4.7,3.6,1.7,5.25,4.06,1.71,5.5,3.4,1.7,5.4,4.0,1.7,5.21,3.94,1.74,15
05/12/2015,Swansea,Leicester,0,3,A,M Oliver,10,16,2,5,3,19,3,8,2,3,0,0,2.7,3.4,2.75,2.75,3.25,2.65,2.65,3.3,2.5,2.68,3.44,2.8,2.8,3.1,2.62,2.7,3.5,2.75,2.55,3.33,3.06,15
05/12/2015,Watford,Norwich,2,0,H,M Dean,14,6,7,1,11,10,4,1,3,3,0,0,2.15,3.5,3.6,2.15,3.2,3.4,2.0,3.3,3.6,2.16,3.48,3.7,2.15,3.1,3.6,2.15,3.5,3.7,2.35,3.43,3.3,15
05/12/2015,West Brom,Tottenham,1,1,D,J Moss,11,9,4,3,13,10,3,6,3,2,0,0,4.75,3.6,1.85,3.9,3.4,1.91,3.8,3.45,1.9,4.75,3.69,1.85,4.5,3.1,1.91,4.8,3.4,1.9,4.8,3.86,1.81,15
06/12/2015,Newcastle,Liverpool,2,0,H,A Marriner,6,10,1,1,6,10,2,7,3,1,0,0,5.75,4.33,1.62,5.5,4.0,1.62,5.4,3.7,1.6,5.75,4.35,1.62,5.5,3.75,1.62,6.0,4.2,1.62,6.4,4.48,1.56,15
07/12/2015,Everton,Crystal Palace,1,1,D,C Pawson,19,14,4,5,4,11,13,6,1,2,0,0,2.1,3.6,3.75,2.1,3.3,3.4,2.0,3.3,3.6,2.06,3.63,3.88,2.0,3.3,3.75,2.05,3.6,3.8,2.14,3.43,3.83,15
12/12/2015,Bournemouth,Man United,2,1,H,A Taylor,11,11,5,5,12,12,5,7,2,1,0,0,3.4,3.4,2.3,3.2,3.3,2.3,3.0,3.2,2.3,3.46,3.39,2.29,3.2,3.2,2.3,3.5,3.3,2.3,3.3,3.27,2.43,15
12/12/2015,Crystal Palace,Southampton,1,0,H,M Dean,12,15,5,3,11,13,8,5,0,0,0,0,2.6,3.3,3.0,2.6,3.25,2.65,2.5,3.2,2.75,2.55,3.32,3.06,2.5,3.1,3.0,2.55,3.3,3.0,2.45,3.41,3.14,15
12/12/2015,Man City,Swansea,2,1,H,R Madley,13,13,5,7,13,15,5,5,3,1,0,0,1.3,6.0,11.0,1.3,5.25,11.0,1.3,5.0,9.0,1.32,5.9,10.9,1.33,4.8,10.0,1.3,6.0,11.5,1.35,5.6,9.65,15
12/12/2015,Norwich,Everton,1,1,D,M Atkinson,9,15,2,3,9,6,5,4,1,0,0,0,2.9,3.5,2.55,2.8,3.3,2.55,2.65,3.3,2.5,2.92,3.56,2.52,2.9,3.2,2.5,2.9,3.5,2.55,3.16,3.48,2.4,15
12/12/2015,Sunderland,Watford,0,1,A,G Scott,14,13,2,6,6,9,8,3,1,0,0,0,2.9,3.3,2.63,2.9,3.1,2.65,2.6,3.2,2.6,2.86,3.31,2.71,2.75,3.0,2.75,2.88,3.3,2.7,2.81,3.31,2.76,15
12/12/2015,West Ham,Stoke,0,0,D,A Marriner,22,12,9,3,7,9,11,7,1,2,0,0,2.63,3.3,2.9,2.65,3.1,2.9,2.5,3.3,2.65,2.63,3.33,2.94,2.62,3.1,2.8,2.6,3.25,3.0,2.59,3.25,3.07,15
13/12/2015,Aston Villa,Arsenal,0,2,A,K Friend,18,8,2,4,8,7,5,5,0,0,0,0,6.5,4.2,1.57,6.5,3.9,1.57,5.5,4.0,1.55,6.24,4.24,1.6,6.5,3.75,1.57,7.0,4.2,1.55,6.5,4.39,1.56,15
13/12/2015,Liverpool,West Brom,2,2,D,C Pawson,28,4,8,2,7,10,4,4,0,0,0,0,1.4,4.75,10.0,1.4,4.5,8.5,1.4,4.4,7.3,1.45,4.59,9.0,1.4,4.33,9.0,1.44,4.6,9.5,1.44,4.7,8.95,15
13/12/2015,Tottenham,Newcastle,1,2,A,R East,20,8,8,4,13,14,6,2,2,2,0,0,1.36,5.5,9.0,,,,1.4,4.4,7.3,1.39,5.32,9.0,1.4,4.33,9.0,1.36,5.4,9.5,1.37,5.54,9.01,15
14/12/2015,Leicester,Chelsea,2,1,H,M Clattenburg,9,11,5,5,16,8,1,8,2,0,0,0,3.2,3.5,2.35,3.0,3.3,2.4,3.0,3.2,2.3,3.11,3.59,2.38,3.2,3.2,2.3,3.13,3.5,2.4,3.52,3.52,2.21,15
19/12/2015,Chelsea,Sunderland,3,1,H,R East,17,11,7,3,12,12,2,2,1,3,0,0,1.33,5.25,12.0,1.33,5.25,10.0,1.33,4.8,8.3,1.32,5.69,11.8,1.3,5.0,11.0,1.3,5.75,12.0,1.32,5.99,10.8,15
19/12/2015,Everton,Leicester,2,3,A,J Moss,13,10,5,5,6,14,10,2,2,1,0,0,2.1,3.75,3.6,2.1,3.4,3.3,2.1,3.3,3.3,2.07,3.8,3.65,2.1,3.3,3.5,2.1,3.7,3.6,2.05,3.78,3.73,15
19/12/2015,Man United,Norwich,1,2,A,M Oliver,11,6,2,4,4,10,11,0,0,2,0,0,1.45,4.5,8.5,1.45,4.5,7.75,1.5,4.0,6.1,1.47,4.5,8.45,1.44,4.2,8.0,1.45,4.6,8.5,1.43,4.85,8.75,15
19/12/2015,Newcastle,Aston Villa,1,1,D,M Atkinson,8,10,4,7,9,14,3,7,1,3,0,0,2.05,3.5,4.0,2.05,3.3,3.6,2.0,3.3,3.6,2.03,3.58,4.02,2.0,3.2,4.0,2.0,3.5,4.1,2.01,3.55,4.15,15
19/12/2015,Southampton,Tottenham,0,2,A,K Friend,11,13,4,6,18,9,4,7,1,1,0,0,2.7,3.4,2.8,2.6,3.3,2.6,2.6,3.2,2.6,2.66,3.44,2.83,2.7,3.1,2.7,2.63,3.4,2.88,2.72,3.33,2.85,15
19/12/2015,Stoke,Crystal Palace,1,2,A,R Madley,26,12,5,3,6,12,7,3,2,0,0,0,2.5,3.2,3.2,2.5,3.2,2.8,2.4,3.2,2.85,2.51,3.3,3.14,2.4,3.1,3.1,2.5,3.25,3.2,2.46,3.3,3.21,15
19/12/2015,West Brom,Bournemouth,1,2,A,M Dean,6,16,2,7,12,9,4,8,2,1,2,0,2.55,3.3,3.0,2.5,3.25,2.75,2.5,3.2,2.75,2.64,3.27,2.98,2.6,3.1,2.8,2.55,3.25,3.1,2.86,3.33,2.7,15
20/12/2015,Swansea,West Ham,0,0,D,L Mason,21,11,2,2,6,9,8,9,0,1,0,0,2.1,3.4,3.9,2.1,3.25,3.5,2.1,3.3,3.3,2.1,3.46,3.92,2.15,3.25,3.5,2.15,3.3,3.9,2.07,3.44,4.08,15
20/12/2015,Watford,Liverpool,3,0,H,M Clattenburg,6,12,5,4,6,9,7,9,1,0,0,0,4.2,3.6,1.95,4.0,3.3,2.0,3.6,3.3,2.0,4.14,3.55,2.01,4.0,3.2,2.0,4.33,3.4,2.0,3.68,3.58,2.13,15
21/12/2015,Arsenal,Man City,2,1,H,A Marriner,8,20,5,6,5,16,4,8,0,2,0,0,2.45,3.5,3.0,2.45,3.4,3.0,2.5,3.3,2.65,2.38,3.58,3.12,2.4,3.1,3.1,2.38,3.7,3.0,2.49,3.49,3.01,15
26/12/2015,Aston Villa,West Ham,1,1,D,M Dean,15,10,8,4,14,13,9,6,3,3,0,0,2.63,3.25,2.75,2.65,3.25,2.75,2.65,3.3,2.5,2.66,3.29,2.94,2.7,3.1,2.7,2.7,3.2,2.9,2.53,3.23,3.17,15
26/12/2015,Bournemouth,Crystal Palace,0,0,D,M Oliver,10,8,4,0,10,13,8,9,1,0,0,0,2.4,3.3,3.0,2.45,3.4,2.9,2.4,3.3,2.75,2.48,3.45,3.06,2.5,3.2,2.9,2.45,3.4,3.1,2.14,3.48,3.77,15
26/12/2015,Chelsea,Watford,2,2,D,A Marriner,17,12,2,3,7,15,9,4,1,4,0,0,1.44,4.5,7.5,1.45,4.6,7.0,1.4,4.4,7.3,1.52,4.52,7.14,1.44,4.2,8.0,1.5,4.5,7.5,1.5,4.52,7.55,15
26/12/2015,Liverpool,Leicester,1,0,H,M Atkinson,25,7,4,3,11,8,7,6,2,1,0,0,1.91,3.8,3.8,1.95,3.7,3.75,1.9,3.45,3.8,1.95,3.87,4.0,1.95,3.5,3.8,1.95,3.8,4.0,1.99,3.79,3.94,15
26/12/2015,Man City,Sunderland,4,1,H,A Taylor,19,11,9,3,10,11,5,1,1,1,0,0,1.2,7.0,13.0,1.22,6.25,14.5,1.2,5.8,13.0,1.21,7.65,16.0,1.22,6.0,13.0,1.22,7.0,15.0,1.21,7.95,14.78,15
26/12/2015,Newcastle,Everton,0,1,A,L Mason,10,20,1,7,16,12,1,7,2,2,0,0,3.2,3.5,2.2,3.1,3.5,2.25,2.9,3.3,2.3,3.37,3.58,2.25,3.25,3.3,2.25,3.3,3.5,2.3,3.62,3.61,2.14,15
26/12/2015,Southampton,Arsenal,4,0,H,J Moss,15,7,5,4,10,9,3,4,1,0,0,0,3.6,3.5,2.05,3.5,3.5,2.1,3.3,3.3,2.1,3.6,3.53,2.18,3.6,3.3,2.1,3.6,3.5,2.15,3.64,3.43,2.2,15
26/12/2015,Stoke,Man United,2,0,H,K Friend,13,11,3,6,13,16,1,12,1,2,0,0,3.25,3.2,2.3,3.1,3.25,2.4,2.75,3.3,2.4,3.33,3.31,2.4,3.1,3.1,2.4,3.4,3.2,2.4,3.79,3.25,2.23,15
26/12/2015,Swansea,West Brom,1,0,H,R East,7,9,2,3,10,13,0,7,1,3,0,0,1.91,3.4,4.5,1.91,3.4,4.4,2.0,3.3,3.6,1.96,3.42,4.58,2.05,3.1,4.0,2.0,3.3,4.5,1.92,3.42,4.86,15
26/12/2015,Tottenham,Norwich,3,0,H,M Jones,15,11,10,3,4,13,9,4,1,2,0,0,1.4,4.75,8.0,1.42,4.4,7.0,1.45,4.0,7.0,1.46,4.77,8.0,1.44,4.2,8.0,1.44,4.8,8.5,1.47,4.54,8.4,15
28/12/2015,Arsenal,Bournemouth,2,0,H,R East,13,10,6,3,7,8,9,3,2,0,0,0,1.44,4.75,8.0,1.44,4.5,8.0,1.42,4.3,7.0,1.45,4.86,8.07,1.36,4.8,8.5,1.44,4.8,8.0,1.54,4.35,7.15,15
28/12/2015,Crystal Palace,Swansea,0,0,D,N Swarbrick,10,5,2,3,11,16,7,4,3,2,0,0,2.1,3.4,4.0,2.05,3.3,4.0,2.0,3.3,3.6,2.09,3.41,4.03,1.91,3.5,4.0,2.1,3.3,4.0,2.04,3.34,4.35,15
28/12/2015,Everton,Stoke,3,4,A,M Clattenburg,15,8,3,5,10,12,6,2,2,1,0,0,1.95,3.6,4.2,1.95,3.3,3.9,1.9,3.45,3.8,1.95,3.63,4.3,1.95,3.5,3.8,1.95,3.6,4.33,1.83,3.72,4.85,15
28/12/2015,Man United,Chelsea,0,0,D,M Atkinson,12,8,2,3,16,6,5,3,4,2,0,0,2.6,3.3,3.0,2.6,3.25,2.9,2.6,3.2,2.6,2.6,3.38,2.95,2.62,3.1,3.0,2.6,3.25,3.0,2.48,3.26,3.22,15
28/12/2015,Norwich,Aston Villa,2,0,H,G Scott,9,6,4,3,10,21,3,7,2,5,0,0,2.05,3.6,3.8,2.0,3.3,3.7,2.0,3.3,3.6,2.05,3.53,4.02,2.05,3.4,3.6,2.05,3.5,4.0,1.93,3.7,4.36,15
28/12/2015,Watford,Tottenham,1,2,A,A Taylor,9,10,1,3,11,13,5,3,4,2,1,0,3.75,3.5,2.1,3.5,3.3,2.15,3.3,3.3,2.1,3.92,3.55,2.07,3.5,3.25,2.15,3.9,3.4,2.1,3.28,3.32,2.42,15
28/12/2015,West Brom,Newcastle,1,0,H,M Jones,22,7,5,2,7,13,18,6,0,0,0,0,2.2,3.25,3.75,2.2,3.25,3.2,2.1,3.3,3.3,2.18,3.35,3.8,2.25,3.2,3.3,2.2,3.3,3.8,2.16,3.34,3.87,15
28/12/2015,West Ham,Southampton,2,1,H,M Oliver,13,15,5,4,6,12,4,7,1,3,0,0,3.6,3.4,2.2,3.25,3.3,2.2,2.9,3.3,2.3,3.57,3.41,2.24,3.4,3.2,2.2,3.6,3.3,2.25,3.64,3.41,2.21,15
29/12/2015,Leicester,Man City,0,0,D,C Pawson,11,21,4,5,11,8,1,13,1,3,0,0,4.33,4.0,1.85,4.0,4.0,1.85,3.8,3.45,1.9,4.25,4.1,1.85,3.75,3.75,1.91,4.4,4.1,1.8,4.17,3.88,1.91,15
30/12/2015,Sunderland,Liverpool,0,1,A,K Friend,8,17,3,6,8,16,6,4,1,3,0,0,5.5,3.9,1.7,5.0,3.75,1.72,4.5,3.5,1.75,5.51,3.91,1.71,4.75,3.6,1.75,5.5,3.75,1.73,5.77,4.09,1.66,15
02/01/2016,Arsenal,Newcastle,1,0,H,A Taylor,16,15,3,6,10,9,7,4,2,2,0,0,1.29,6.5,11.0,1.28,5.5,11.0,1.3,5.0,9.0,1.27,6.47,12.81,1.3,5.0,11.0,1.29,6.0,12.0,1.24,7.25,12.75,15
02/01/2016,Leicester,Bournemouth,0,0,D,A Marriner,16,9,2,0,9,5,7,1,1,1,0,1,1.91,3.75,4.33,1.95,3.4,3.8,1.9,3.45,3.8,1.94,3.75,4.18,1.95,3.4,4.0,1.93,3.75,4.2,1.94,3.7,4.25,15
02/01/2016,Man United,Swansea,2,1,H,J Moss,19,9,6,4,14,10,4,2,2,1,0,0,1.55,4.2,7.0,1.55,3.8,7.0,1.5,4.0,6.1,1.52,4.28,7.66,1.57,3.6,7.0,1.55,4.1,7.5,1.49,4.3,8.55,15
02/01/2016,Norwich,Southampton,1,0,H,M Clattenburg,10,10,1,4,9,7,4,9,1,0,0,1,3.2,3.4,2.4,2.9,3.25,2.4,2.9,3.3,2.3,3.13,3.49,2.42,3.1,3.2,2.38,3.25,3.4,2.38,3.14,3.18,2.58,15
02/01/2016,Sunderland,Aston Villa,3,1,H,C Pawson,13,8,6,3,8,13,3,3,3,4,0,0,2.5,3.25,3.2,2.5,3.1,2.9,2.3,3.3,2.9,2.49,3.34,3.14,2.4,3.1,3.1,2.5,3.2,3.2,2.49,3.32,3.15,15
02/01/2016,Watford,Man City,1,2,A,M Atkinson,11,16,3,5,6,10,4,5,1,0,0,0,5.0,4.0,1.75,4.75,3.75,1.75,4.7,3.6,1.7,5.14,4.11,1.72,5.0,3.6,1.73,5.2,4.1,1.7,4.99,3.99,1.76,15
02/01/2016,West Brom,Stoke,2,1,H,L Mason,16,10,5,3,7,15,4,6,1,1,0,1,2.8,3.2,2.8,2.8,3.1,2.7,2.55,3.1,2.75,2.81,3.2,2.84,2.8,3.1,2.62,2.8,3.1,2.88,2.88,3.16,2.81,15
