h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
h,0.742598,0.408109,0.742598,0.408109,5,5,1,1,1.6369,d,2020-12-27,0,1,0,1,0.334489,272,41,301,18,229,Wolverhampton Wanderers,EPL,2020
a,0.411046,1.48207,0.411046,1.48207,3,10,0,1,0.3631,l,2020-12-29,0,0,1,0,-1.071024,290,11,252,23,229,Wolverhampton Wanderers,EPL,2020
a,1.81856,2.4228,1.05739,1.66163,1,12,3,3,0.8768999999999999,d,2021-01-02,0,1,0,1,-0.6042399999999999,345,14,252,35,229,Wolverhampton Wanderers,EPL,2020
h,0.852495,0.323445,0.852495,0.323445,4,9,1,2,1.8117,l,2021-01-12,0,0,1,0,0.52905,317,21,332,18,229,Wolverhampton Wanderers,EPL,2020
h,1.94358,2.46332,1.94358,0.940987,5,7,2,3,0.9684999999999999,l,2021-01-16,0,0,1,0,1.002593,115,17,308,18,229,Wolverhampton Wanderers,EPL,2020
a,0.63192,0.663324,0.63192,0.663324,1,6,0,0,1.3217,d,2021-01-27,0,1,0,1,-0.03140399999999999,476,6,137,32,229,Wolverhampton Wanderers,EPL,2020
a,0.450907,1.36877,0.450907,1.36877,2,5,0,1,0.5049,l,2021-01-30,0,0,1,0,-0.9178630000000001,318,17,351,18,229,Wolverhampton Wanderers,EPL,2020
h,1.56162,0.716265,0.800456,0.716265,2,5,2,1,2.121,w,2021-02-02,1,0,0,3,0.0841909999999999,328,13,337,22,229,Wolverhampton Wanderers,EPL,2020
h,1.35506,0.632232,1.35506,0.632232,7,10,0,0,1.9977,d,2021-02-07,0,1,0,1,0.7228279999999999,341,23,254,34,229,Wolverhampton Wanderers,EPL,2020
a,1.09361,0.8536,0.33244,0.8536,3,6,2,1,1.6020999999999999,w,2021-02-14,1,0,0,3,-0.5211600000000001,292,19,242,21,229,Wolverhampton Wanderers,EPL,2020
h,0.592049,2.4793,0.592049,2.4793,1,6,1,0,0.2581,w,2021-02-19,1,0,0,3,-1.8872509999999998,266,27,147,19,229,Wolverhampton Wanderers,EPL,2020
a,1.27827,1.9519,1.27827,1.9519,5,6,1,1,0.9012,d,2021-02-27,0,1,0,1,-0.67363,218,17,203,34,229,Wolverhampton Wanderers,EPL,2020
a,0.318824,3.26196,0.318824,3.26196,1,20,1,4,0.0585,l,2021-03-02,0,0,1,0,-2.943136,452,13,198,28,229,Wolverhampton Wanderers,EPL,2020
a,2.15087,0.956392,2.15087,0.956392,0,1,0,0,2.3849,d,2021-03-06,0,1,0,1,1.1944779999999997,228,18,227,25,229,Wolverhampton Wanderers,EPL,2020
h,1.29175,1.0552,1.29175,1.0552,4,10,0,1,1.5814000000000001,l,2021-03-15,0,0,1,0,0.23655000000000004,230,33,284,23,229,Wolverhampton Wanderers,EPL,2020
h,1.95649,1.59694,1.95649,1.59694,4,4,2,3,1.6441000000000001,l,2021-04-05,0,0,1,0,0.35955000000000004,151,20,381,19,229,Wolverhampton Wanderers,EPL,2020
a,0.428134,0.733154,0.428134,0.733154,1,12,1,0,0.9904999999999999,w,2021-04-09,1,0,0,3,-0.30501999999999996,268,13,291,25,229,Wolverhampton Wanderers,EPL,2020
h,1.22604,0.295925,1.22604,0.295925,3,5,1,0,2.2974,w,2021-04-17,1,0,0,3,0.930115,258,7,299,29,229,Wolverhampton Wanderers,EPL,2020
h,0.351673,2.24049,0.351673,2.24049,0,3,0,4,0.15739999999999998,l,2021-04-25,0,0,1,0,-1.888817,137,17,277,24,229,Wolverhampton Wanderers,EPL,2020
a,0.844138,1.07133,0.844138,1.07133,8,5,1,1,1.0917999999999999,d,2021-05-03,0,1,0,1,-0.22719199999999984,163,20,224,25,229,Wolverhampton Wanderers,EPL,2020
h,1.1199,0.27571,1.1199,0.27571,9,9,2,1,2.1303,w,2021-05-09,1,0,0,3,0.8441899999999999,193,21,269,22,229,Wolverhampton Wanderers,EPL,2020
a,1.09206,3.13947,1.09206,3.13947,5,7,0,2,0.2744,l,2021-05-16,0,0,1,0,-2.04741,369,20,208,18,229,Wolverhampton Wanderers,EPL,2020
a,0.265526,0.670997,0.265526,0.670997,1,4,0,1,0.8480999999999999,l,2021-05-19,0,0,1,0,-0.40547099999999997,204,23,312,27,229,Wolverhampton Wanderers,EPL,2020
h,0.701256,2.05229,0.701256,1.29112,5,6,1,2,0.4026,l,2021-05-23,0,0,1,0,-0.589864,264,32,321,11,229,Wolverhampton Wanderers,EPL,2020
h,0.949316,1.61307,0.949316,1.61307,10,3,0,2,0.7955000000000001,l,2020-09-14,0,0,1,0,-0.663754,247,30,188,6,238,Sheffield United,EPL,2020
a,0.849709,0.80527,0.0885404,0.80527,2,17,0,1,1.4646,l,2020-09-21,0,0,1,0,-0.7167296000000001,247,14,89,20,238,Sheffield United,EPL,2020
h,1.53278,1.46641,1.53278,1.46641,11,2,0,1,1.4471999999999998,l,2020-09-27,0,0,1,0,0.06637000000000004,335,29,152,17,238,Sheffield United,EPL,2020
a,0.144994,0.667131,0.144994,0.667131,3,4,1,2,0.658,l,2020-10-04,0,0,1,0,-0.5221370000000001,445,23,167,12,238,Sheffield United,EPL,2020
h,1.66363,1.35611,0.902464,0.594945,1,1,1,1,1.6344,d,2020-10-18,0,1,0,1,0.3075190000000001,349,23,216,17,238,Sheffield United,EPL,2020
a,1.39788,2.40286,0.636707,2.40286,8,7,1,2,0.6184,l,2020-10-24,0,0,1,0,-1.766153,393,20,170,12,238,Sheffield United,EPL,2020
h,0.687544,1.89643,0.687544,1.89643,3,9,0,1,0.4224,l,2020-10-31,0,0,1,0,-1.2088860000000001,449,24,188,12,238,Sheffield United,EPL,2020
a,0.743967,2.87622,0.743967,2.87622,5,14,1,4,0.1844,l,2020-11-07,0,0,1,0,-2.132253,470,16,145,10,238,Sheffield United,EPL,2020
h,0.692374,2.1142,0.692374,2.1142,7,10,0,1,0.39990000000000003,l,2020-11-22,0,0,1,0,-1.4218259999999998,232,16,254,17,238,Sheffield United,EPL,2020
a,3.36544,1.71644,3.36544,1.71644,11,6,0,1,2.3808,l,2020-11-28,0,0,1,0,1.649,198,15,182,19,238,Sheffield United,EPL,2020
h,0.290743,1.3904,0.290743,1.3904,3,5,1,2,0.42510000000000003,l,2020-12-06,0,0,1,0,-1.099657,366,21,111,20,238,Sheffield United,EPL,2020
a,0.219115,2.27973,0.219115,2.27973,1,7,0,3,0.1313,l,2020-12-13,0,0,1,0,-2.060615,370,28,94,18,238,Sheffield United,EPL,2020
h,1.23525,1.78667,1.23525,1.78667,10,6,2,3,0.9158,l,2020-12-17,0,0,1,0,-0.55142,312,29,146,14,238,Sheffield United,EPL,2020
a,1.03713,2.90097,1.03713,2.90097,4,14,1,1,0.2956,d,2020-12-20,0,1,0,1,-1.86384,266,11,76,10,238,Sheffield United,EPL,2020
h,1.25106,0.568803,1.25106,0.568803,3,8,0,1,2.0613,l,2020-12-26,0,0,1,0,0.6822570000000001,323,30,201,18,238,Sheffield United,EPL,2020
a,0.492578,0.973831,0.492578,0.973831,3,7,0,1,0.8198000000000001,l,2020-12-29,0,0,1,0,-0.481253,156,19,248,20,238,Sheffield United,EPL,2020
a,0.323158,0.598888,0.323158,0.598888,7,5,0,2,0.9681,l,2021-01-02,0,0,1,0,-0.27573,187,28,301,24,238,Sheffield United,EPL,2020
h,2.01315,1.04745,1.25198,1.04745,12,2,1,0,2.108,w,2021-01-12,1,0,0,3,0.2045300000000001,136,17,240,10,238,Sheffield United,EPL,2020
h,0.978133,1.28385,0.978133,1.28385,5,8,1,3,1.0902999999999998,l,2021-01-17,0,0,1,0,-0.3057169999999999,359,28,187,18,238,Sheffield United,EPL,2020
a,0.689548,0.9931,0.689548,0.9931,3,11,2,1,1.0848,w,2021-01-27,1,0,0,3,-0.30355199999999993,445,26,108,19,238,Sheffield United,EPL,2020
a,0.154537,1.53116,0.154537,1.53116,6,6,0,1,0.2001,l,2021-01-30,0,0,1,0,-1.3766230000000002,425,12,154,15,238,Sheffield United,EPL,2020
h,1.35804,1.61871,1.35804,1.61871,12,2,2,1,1.0617,w,2021-02-02,1,0,0,3,-0.2606700000000002,115,23,303,17,238,Sheffield United,EPL,2020
h,0.623045,1.64144,0.623045,0.880268,4,9,1,2,0.49560000000000004,l,2021-02-07,0,0,1,0,-0.2572230000000001,453,23,149,14,238,Sheffield United,EPL,2020
a,0.926652,2.32735,0.926652,1.56618,9,2,0,3,0.4209,l,2021-02-15,0,0,1,0,-0.6395279999999999,246,17,246,14,238,Sheffield United,EPL,2020
a,0.977747,1.21006,0.977747,1.21006,2,7,0,1,1.1636,l,2021-02-20,0,0,1,0,-0.23231299999999988,329,32,143,15,238,Sheffield United,EPL,2020
h,0.777149,2.80551,0.777149,2.80551,3,6,0,2,0.2464,l,2021-02-28,0,0,1,0,-2.028361,358,19,192,15,238,Sheffield United,EPL,2020
h,0.716254,1.44176,0.716254,1.44176,5,16,1,0,0.754,w,2021-03-03,1,0,0,3,-0.725506,336,23,129,9,238,Sheffield United,EPL,2020
h,0.908155,2.37386,0.908155,1.6127,5,5,0,2,0.38949999999999996,l,2021-03-06,0,0,1,0,-0.704545,226,29,174,24,238,Sheffield United,EPL,2020
a,0.0934777,4.54571,0.0934777,4.54571,2,12,0,5,0.0037,l,2021-03-14,0,0,1,0,-4.4522322999999995,495,22,159,26,238,Sheffield United,EPL,2020
a,0.867652,2.50597,0.867652,2.50597,4,9,1,2,0.3387,l,2021-04-03,0,0,1,0,-1.638318,248,27,215,19,238,Sheffield United,EPL,2020
h,0.315121,1.93838,0.315121,1.93838,3,10,0,3,0.2303,l,2021-04-11,0,0,1,0,-1.623259,373,17,298,13,238,Sheffield United,EPL,2020
a,0.295925,1.22604,0.295925,1.22604,5,3,0,1,0.45120000000000005,l,2021-04-17,0,0,1,0,-0.930115,299,29,258,7,238,Sheffield United,EPL,2020
h,0.786324,2.06038,0.786324,2.06038,4,10,1,0,0.40149999999999997,w,2021-04-24,1,0,0,3,-1.2740559999999999,382,31,123,20,238,Sheffield United,EPL,2020
a,0.469026,2.26016,0.469026,2.26016,6,7,0,4,0.2545,l,2021-05-02,0,0,1,0,-1.791134,494,16,177,23,238,Sheffield United,EPL,2020
h,0.639325,2.25382,0.639325,2.25382,2,10,0,2,0.36950000000000005,l,2021-05-08,0,0,1,0,-1.6144950000000002,219,29,270,18,238,Sheffield United,EPL,2020
a,1.391,1.24609,1.391,1.24609,5,12,1,0,1.4683,w,2021-05-16,1,0,0,3,0.1449100000000001,404,28,193,20,238,Sheffield United,EPL,2020
a,0.882242,1.82508,0.882242,1.82508,5,3,0,1,0.6508,l,2021-05-19,0,0,1,0,-0.9428380000000001,316,17,192,10,238,Sheffield United,EPL,2020
h,0.420006,0.558508,0.420006,0.558508,4,10,1,0,1.1129,w,2021-05-23,1,0,0,3,-0.13850200000000001,225,26,159,17,238,Sheffield United,EPL,2020
a,0.269813,3.15412,0.269813,1.63179,2,19,3,4,0.0434,l,2020-09-12,0,0,1,0,-1.361977,196,21,308,31,245,Leeds,EPL,2020
h,1.45254,1.55503,0.691368,0.793862,5,4,4,3,1.2608,w,2020-09-19,1,0,0,3,-0.10249399999999997,259,34,245,26,245,Leeds,EPL,2020
a,1.46641,1.53278,1.46641,1.53278,2,11,1,0,1.2819,w,2020-09-27,1,0,0,3,-0.06637000000000004,152,17,335,29,245,Leeds,EPL,2020
h,2.56662,1.41533,2.56662,1.41533,5,10,1,1,2.1571000000000002,d,2020-10-03,0,1,0,1,1.15129,188,24,273,24,245,Leeds,EPL,2020
h,1.08332,0.618191,1.08332,0.618191,14,2,0,1,1.7532999999999999,l,2020-10-19,0,0,1,0,0.465129,132,24,312,26,245,Leeds,EPL,2020
a,2.37695,1.50125,2.37695,1.50125,20,7,3,0,1.9651,w,2020-10-23,1,0,0,3,0.8756999999999999,124,34,225,17,245,Leeds,EPL,2020
h,1.74822,3.07657,1.74822,2.3154,7,5,1,4,0.5166,l,2020-11-02,0,0,1,0,-0.5671799999999998,155,23,369,10,245,Leeds,EPL,2020
a,0.847913,1.30169,0.847913,1.30169,6,8,1,4,0.9598,l,2020-11-07,0,0,1,0,-0.453777,152,37,352,17,245,Leeds,EPL,2020
h,1.9617,0.710778,1.9617,0.710778,11,4,0,0,2.2817000000000003,d,2020-11-22,0,1,0,1,1.250922,179,26,312,20,245,Leeds,EPL,2020
a,3.11324,1.29229,3.11324,1.29229,12,6,1,0,2.4936000000000003,w,2020-11-28,1,0,0,3,1.8209499999999998,205,32,311,19,245,Leeds,EPL,2020
a,1.0277,4.89472,1.0277,4.89472,7,9,1,3,0.0351,l,2020-12-05,0,0,1,0,-3.86702,202,22,297,31,245,Leeds,EPL,2020
h,1.56644,1.7851,0.805276,1.7851,8,7,1,2,1.228,l,2020-12-11,0,0,1,0,-0.9798239999999999,130,24,327,13,245,Leeds,EPL,2020
h,2.95137,1.44437,2.95137,1.44437,16,3,5,2,2.363,w,2020-12-16,1,0,0,3,1.507,101,24,251,16,245,Leeds,EPL,2020
a,1.63467,4.77743,1.63467,4.01626,5,12,2,6,0.15910000000000002,l,2020-12-20,0,0,1,0,-2.38159,175,15,283,18,245,Leeds,EPL,2020
h,2.13271,1.54591,1.37154,1.54591,6,10,1,0,1.8538000000000001,w,2020-12-27,1,0,0,3,-0.17436999999999991,143,14,263,22,245,Leeds,EPL,2020
a,1.54225,0.43551,1.54225,0.43551,13,1,5,0,2.2856,w,2020-12-29,1,0,0,3,1.1067399999999998,115,16,482,14,245,Leeds,EPL,2020
a,1.15626,2.5286,1.15626,1.76744,11,7,0,3,0.5319,l,2021-01-02,0,0,1,0,-0.6111799999999998,139,26,365,30,245,Leeds,EPL,2020
h,0.245193,1.14424,0.245193,1.14424,8,11,0,1,0.41879999999999995,l,2021-01-16,0,0,1,0,-0.8990469999999999,130,16,347,20,245,Leeds,EPL,2020
a,0.785914,1.1364,0.785914,1.1364,14,5,2,1,1.0348000000000002,w,2021-01-26,1,0,0,3,-0.3504860000000001,138,26,246,24,245,Leeds,EPL,2020
a,1.8141,1.73432,1.8141,1.73432,4,6,3,1,1.4327999999999999,w,2021-01-31,1,0,0,3,0.07977999999999996,217,30,229,28,245,Leeds,EPL,2020
h,1.14303,1.91539,1.14303,1.91539,10,2,1,2,0.7528999999999999,l,2021-02-03,0,0,1,0,-0.7723599999999999,174,31,291,20,245,Leeds,EPL,2020
h,2.64769,0.370278,2.64769,0.370278,7,4,2,0,2.7859000000000003,w,2021-02-08,1,0,0,3,2.277412,158,23,490,13,245,Leeds,EPL,2020
a,0.77074,2.50614,0.77074,1.74497,7,13,2,4,0.2415,l,2021-02-14,0,0,1,0,-0.9742299999999999,237,24,288,22,245,Leeds,EPL,2020
a,2.4793,0.592049,2.4793,0.592049,6,1,0,1,2.6173,l,2021-02-19,0,0,1,0,1.8872509999999998,147,19,266,27,245,Leeds,EPL,2020
h,1.84753,1.47981,1.84753,1.47981,10,5,3,0,1.6148,w,2021-02-23,1,0,0,3,0.3677199999999998,195,29,181,28,245,Leeds,EPL,2020
h,1.00106,0.876255,1.00106,0.876255,6,1,0,1,1.4385,l,2021-02-27,0,0,1,0,0.12480500000000005,89,20,285,25,245,Leeds,EPL,2020
a,1.34971,2.37556,1.34971,1.45364,11,2,0,2,0.623,l,2021-03-08,0,0,1,0,-0.10393000000000008,141,22,330,23,245,Leeds,EPL,2020
h,0.382957,0.971054,0.382957,0.971054,3,12,0,0,0.7721,d,2021-03-13,0,1,0,1,-0.588097,290,28,199,25,245,Leeds,EPL,2020
a,1.40706,1.47498,1.40706,1.47498,6,8,2,1,1.3092,w,2021-03-19,1,0,0,3,-0.06791999999999998,162,34,152,20,245,Leeds,EPL,2020
h,2.50597,0.867652,2.50597,0.867652,9,4,2,1,2.5014,w,2021-04-03,1,0,0,3,1.638318,215,19,248,27,245,Leeds,EPL,2020
a,0.17525,1.98825,0.17525,1.98825,3,15,2,1,0.197,w,2021-04-10,1,0,0,3,-1.8130000000000002,229,18,134,27,245,Leeds,EPL,2020
h,2.59719,1.60043,2.59719,1.60043,10,13,1,1,2.0488,d,2021-04-19,0,1,0,1,0.9967599999999999,166,18,340,28,245,Leeds,EPL,2020
h,0.216834,1.11635,0.216834,1.11635,2,12,0,0,0.5233,d,2021-04-25,0,1,0,1,-0.899516,261,25,234,33,245,Leeds,EPL,2020
a,0.510874,2.52542,0.510874,1.76428,2,10,0,2,0.1933,l,2021-05-01,0,0,1,0,-1.253406,197,14,252,29,245,Leeds,EPL,2020
h,2.55216,1.03384,2.55216,1.03384,12,5,3,1,2.4299,w,2021-05-08,1,0,0,3,1.5183200000000001,201,38,238,27,245,Leeds,EPL,2020
a,1.85654,1.41338,1.85654,1.41338,9,13,4,0,1.7043,w,2021-05-15,1,0,0,3,0.44316,184,14,252,21,245,Leeds,EPL,2020
a,1.58132,1.3084,1.58132,1.3084,7,8,2,0,1.585,w,2021-05-18,1,0,0,3,0.27292000000000005,192,31,223,31,245,Leeds,EPL,2020
h,2.49009,1.02209,1.72892,1.02209,9,8,3,1,2.4154,w,2021-05-23,1,0,0,3,0.7068300000000001,111,26,266,19,245,Leeds,EPL,2020
